19,话语分析范式与生态话语分析的理论基础,何伟;魏榕,北京外国语大学北京科技大学,话语分析范式;生态话语分析;理论基础;,"近年来,在人类文明及人文社会科学""生态转向""的背景下,生态话语分析应运而生。然而,目前学界对该话语分析范式的界定尚不清晰。本文通过回顾批评话语分析、积极话语分析和多模态话语分析等话语分析范式,比较出生态话语分析在研究缘起、研究目的、研究范围、研究步骤、理论基础等方面与其他范式均有不同。对于生态话语分析,文章进一步阐明了其理论基础的两个重要维度:生态哲学观以及功能取向的语言学理论。",当代修辞学,2018-10-15,期刊,H0-05,63-73,11
20,沉痛悼念郑颐寿先生,本刊编辑部,O,O,"<正>全国文学语言研究会会长、中国辞章学研究会会长、福建修辞学会会长、中国修辞学会顾问,福建师范大学教授、福建师范大学历史系图书馆学、档案学教研室主任,台湾东吴大学客座教授,福建省文史研究馆馆员郑颐寿先生,因病治疗无效,于2018年6月5日在福州逝世,享",当代修辞学,2018-10-15,期刊,K825.5;H15,73,1
21,基于逻辑结构标记的政治话语体系内部分化机制研究,汪欣欣,南京工业大学外国语言文学学院,政治话语体系;逻辑结构标记;语体分化;话语策略;,"政治话语体系构建关乎国家语言安全和国家语言战略。政治话语一度是汉语传统修辞学研究的热点,在语体研究中,政治话语也常常归属于政论语体研究的范畴。实际上,政治话语在语言策略的使用上并不同质,其内部呈现系统性分化,且受制于更深层的制约因素,语言的工具性是政治话语分化的根本动因。本研究选取三种词汇内容相似的政治话语语料进行分析,以其使用的逻辑结构标记为观察对象,发现三种政治话语内部逻辑关联方式呈现较大差异,而且政治报告话语与公文下行语体具有一定的相似性。话语策略是政治话语体系构建的基本支撑,对其形成机制的深入研究有利于更好地优化政治话语体系的构建。",当代修辞学,2018-10-15,期刊,H15,74-84,11
22,佩雷尔曼新修辞学视域下论证评估研究,蔡广超,延安大学政法学院,新修辞学;论证评估;普遍听众;批判性问题;批判性问题评估法;,"在新修辞学中,佩雷尔曼的普遍听众在本质上充当了评估论证好坏的标准或规范。借鉴约翰逊、布莱尔提出的RSA标准以及黑斯廷斯提出的""批判性问题评估法"",普遍听众作为评估论证的标准可以具体化为听众对前提以及前提对结论支持关系的遵从,这种遵从体现为与每一论证型式相匹配的批判性问题。一个合情理的论证就是与其论证型式相匹配的批判性问题获得普遍听众的遵从;一个不合情理的论证就是与其论证型式相匹配的批判性问题至少有一个没有获得普遍听众的遵从。",当代修辞学,2018-10-15,期刊,H05,85-93,9
23,修辞学理论的发展与创新——“第一届修辞学前沿理论国际研讨会”综述,宋平锋;邓志勇,上海大学外国语学院南昌工程学院外国语学院,O,"<正>2018年6月24日,""第一届修辞学前沿理论国际研讨会""在上海大学宝山校区成功举行。本次会议由上海大学外国语学院和修辞批评研究中心主办,会议邀请了美国著名修辞学者Barry Brummett(德克萨斯大学)、John Lyne(匹兹堡大学)、Kendall Phillips(雪城大学)、Scott Stroud(德克萨斯大学)以及国内著名修辞学者胡范铸(华东师范大学)、刘亚猛(福建师范大",当代修辞学,2018-10-15,期刊,H05,94-95,2
24,断言、知心与修辞立其诚,顾曰国,中国社会科学院语言研究所,辨;断言;童心之诚;社会之诚;人格之诚;,"断言作为一种行为,包含断_行为和说_行为两个成分。断_行为包括无语言作断、前语言作断和借助语言的判断。无语言作断即荀子说的人生而能辨,借助语言的判断即断言。断言把断言者跟被断对象和所断内容捆绑在一起,形成责任和义务。真诚断言之人做到表里如一、言行如一""全诚""。文章吸纳王夫之的思想,把诚分为两大类:天之诚和人之诚。人之诚再细分为三个子类,分别为童心之诚、社会之诚和人格之诚。儒家强调修身养诚,独处时向内讲究自诚,向外讲究对人诚。向外、人际间的断言_行为包括内省诚(对己诚、对人诚)和言行诚(言诚、行诚),从而形成8种逻辑状态。文章举例演示诚的分类及其跟断言_行为的互动关系。文章末指出以诚为统领的断言_行为研究跟舍尔为代表的主流言语行为研究的异同。",当代修辞学,2018-07-12,期刊,H15,1-14,14
25,一本修辞学著作的中国传奇——中国现代修辞学史研究的新发现,霍四通,复旦大学中文系,《演说美辞法》;现代修辞学;开端;演说学;,"中国现代修辞学是以对演说学的探讨而拉开帷幕的。1904年《北洋学报》发表的《演说美辞法》(单行本)可称得上是中国现代修辞学史中""最早引进外国修辞学说的论著""。虽然是一本译著,但无论是从论著的完整性、体系性,还是在对外来学术的消化和吸收方面,对当时及后世的社会影响上,它都具有一定的开创性。从此,现代修辞学在中国本土落地生根,踵事增华,直至开花结果。",当代修辞学,2018-07-12,期刊,H15,15-26,12
26,论语言的共变原理,马清华;杨飞,南京大学文学院扬州大学文学院,共变;多界面;联动;分层;渗透;,"本文正面给出并分析了语言共变机制的实质内涵,通过对一些共变现象的深度剖析,从理论上揭示了语言共变的本质、运作规律及基本原理,如共变的类型、层次性、序列化、规则化、耗散性、共变特征间的因果联系及缠绕渗透关系等,深化了对语言复杂系统的认识。",当代修辞学,2018-07-12,期刊,H0-0,41-52,12
27,确认与强调:“实”的主观意义和语用功能,杨永龙,中国社会科学院语言研究所,强调;焦点;确认;言者指向的副词;“实”;,"先秦汉语的""实""是一个多功能虚词。作为副词,""实""的基本功能是确认事实,同时还可以用作""准焦点标记""来表示强调。以往的研究有两种偏向,或者对二者不加区分,或者割裂二者的联系。本文从语义和语用方面对两种用法进行了区分,并着重通过一些形式标记证明""实""的强调用法与焦点的关联;同时认为,强调功能不是源自指示代词,而是从确认事实经由加强判断演变而来,其可能的演变路径是:确认事实>加强判断>强调主语>标明责任主体。",当代修辞学,2018-07-12,期刊,H14,53-63,11
28,“意思”的意思——语义演变与语境吸收,姚尧,苏州大学文学院,“意思”;语义演变;语境吸收;语用意义;,"""意思""一词在古今汉语中有十余个意义,可以被总结为一个逻辑线索分明的语义系统,它参与构成的各种固定短语和习用句式的语义亦皆有规律可循。""意思""的语义演变,是在现实言语交际中语境吸收的结果。",当代修辞学,2018-07-12,期刊,H139,64-75,12
29,从互动交际看“好吧”的妥协回应功能,郑娟曼,浙江师范大学国际学院,互动交际;“好吧”;互动语言学;妥协回应;会话序列;,"本文从互动语言学的视角,采用自然口语语料,考察了""好吧""在不同的会话序列中是如何完成妥协回应功能的,其语言形式与它所承担的会话行为之间又是如何交互作用的。我们发现,""好吧""所回应会话行为都包含言者的意外或不如意的信息,这一互动环境塑造了""好吧""的妥协回应功能和建构特征。从交际动因上来看,""好吧""作为一个非合意回应之后的合意回应,具有明示互动双方立场一致的作用。此外,我们从""好吧""的分布规律进一步审视句末语气词""吧""的情态功能,认为引发语中的""吧""表求定,应答语中的""吧""表""迟疑""。",当代修辞学,2018-07-12,期刊,H136,76-85,10
30,现代汉语话语标记的欧化路径——基于《开明国语课本》与苏教版《语文》的对比研究,朱一凡,上海交通大学外国语学院,话语标记;现代汉语;翻译策略;欧化现象;人际话语标记;,"本研究通过对《开明国语课本》(1934)和苏教版《语文》(2010)中话语标记的对比分析,认为现代汉语中日益丰富的新兴话语标记不少是由欧化路径产生并逐渐频繁使用的,翻译时的词汇空缺和相应的策略也是推动人际话语标记大量产生的动因和机制。文章证明了人际话语标记的日益丰富对现代汉语多元表达系统形成的构建作用。",当代修辞学,2018-07-12,期刊,H109.4,86-95,10
31,以你的道理来论证我的立场——全球化时代的跨文化论辩,刘亚猛;汪建峰,福建师范大学外国语学院,跨文化论辩;全球化;不可通约性;,"长期以来,""心智共同体""一向被认为是真正的论辩互动的可行性条件之一。囿于这一学科预设,论辩学者倾向于将互相独立并且文化或意识形态互不相容的体系之间所发生的冲突的解决之道,排除在论辩研究的范畴之外。鉴于近来全球化进程所取得的进展,这一立场有必要予以重新审视。世界经济和资金的史无前例的融合态势,第一次创造了跨越国界和洲际的""泛化利益""。为了遏制全球的市场力量,人们呼吁建立一个""全球法制/伦理体系"",甚至创建一个""跨国界的公共空间""。总体而言,非西方的话语伙伴愿意以西方的方式来对跨文化议题进行辩论,而西方的话语伙伴也正寻求以非西方的方式来为西方的立场辩护。这个新局面使得人们愈发觉得,跨越不同文化和修辞传统的论辩,不仅可能发生,而且有其必要。当然,这势必对现有一系列理论和实际问题形成挑战,而对这些理论和实际问题作出解释和分析,应是当下论辩研究一个新的关注点。",当代修辞学,2018-07-12,期刊,G112,27-40,14
32,普遍的语言学与“可怜的语言学家”,朱莉娅·克里斯蒂娃;龚兆华;王东亮,法国巴黎第七大学文学与比较文化研究院北京大学外国语学院,O,"<正>我将尝试概括一下我在为《最后的课程》(1)撰写的前言中提出的某些观点,同时加以发挥和阐明,由此可能会引发一些问题和探讨。我认为在《最后的课程》中存在一种思想风格,这种思想风格可以用本维尼斯特自己曾引用过的赫拉克利特的一句话加以概括:""语言不言不隐,它只是意指。""(2)在我看来,从本氏在其《最后的课程》中所试图阐明乃至贯穿其全部著作的""意指""(signifier)一词中可以引出两个定义。",当代修辞学,2018-05-15,期刊,I045,2-16,15
33,互文语篇理论视域下的语篇副文本系统研究——以学术著作语篇副文本系统为例,王志军,复旦大学中国语言文学系,互文语篇理论;副文本;副文本系统;耦合互文;系统型符号实践;学术语篇边界;,"近年来,语篇的副文本研究成为文学、翻译学、语言学、符号学诸人文学科关注的热点。但副文本的研究仍存在概念混淆、系统性研究薄弱、理论支撑乏力等问题。本文在互文语篇理论视域下对副文本系统的语篇地位、层级关系、系统配置及其与主文本的互涉结构进行了分析和重构,区分了互文语篇研究中的嵌套互文和耦合互文,并以学术著作语篇副文本系统与主文本的耦合互文为例考察了副文本在学术语篇意义生成和理解过程中的功能作用。",当代修辞学,2018-05-15,期刊,H15,25-37,13
34,从语篇到语体——寻找回家的路,丁金国,烟台大学中文系,语体;语篇;风格;语体能力;语体意识;语体功能;语体分类;语体变量;,"三十多年来的汉语语体研究,对普及""语体为先""的语用原则功不可没。当前虽仍处于""困境"",但认真反思,找出问题的根源,还是曙光在前。关键是所追求的终极目标错位,钟情于科学化、理论化,偏离了语文实践,疏远了语文教育,脱离了社会语文生活的现实而走入歧路。迷路久了,找不到家,而今只能从头越。本文沿着相关论者的思路,不揣谫陋从""何谓语体""始,逐层探讨与语体相关的十个问题,以就教于同仁。",当代修辞学,2018-05-15,期刊,H15,55-66,12
35,论新兴结构“简直了”形成的机制与动因*——兼论“副词+语气词”独用在当代汉语中的新发展,吴春相;曹春静,上海外国语大学国际文化交流学院,“简直了”;语义;功能;机制;动因;,"""副词+语气词""组合独用是语言演变中的一种特殊现象。本文以当代新兴""副词+语气词""组合""简直了""为例,对其语义与功能、演变的机制与动因进行探讨。""简直了""表达对事情情状或事物性状所达到的极量程度的主观评价与感叹,可以充当谓语或单独成句,凸显言者的主观感叹,并且有进一步叹词化的倾向。""简直了""受到已有""副词+语气词""的平行类推,在语境吸收和边界化、重新分析等机制的作用下形成。演变过程受到信息传递即时性、语用模糊、主观化与交互主观化等因素的驱动。",当代修辞学,2018-05-15,期刊,H146,67-76,10
