11,城中村集体行动何以可能?——基于西头新村自发合作治理的个案研究,刘启超;章平,深圳大学中国经济特区研究中心,城中村集体行动;自发治理;自主组织;流动人口;,"城市化的快速发展,使深圳成为全国唯一没有农村的城市,也使深圳市成为全国城中村数量最多的城市。城中村有其历史作用和价值,也暴露了一些问题,深圳市政府把城中村的改造治理提上议程。在""强政府-弱社会""的背景下,城中村的改造治理往往采取""政府主导,市场运作""的方法。因此,很少有村民自发合作治理的集体行动发生。本文利用西头新村这一天然田野实验室,以集体行动的逻辑为视角,来探讨在无公权力和开发商参与下,自发合作治理的集体行动得以形成的机制。在""利维坦式""和市场化之外,为城中村的改造治理提供新的视角。本文认为在改造治理过程中,政府应转变改造治理的思路和更多地兼顾流动人口利益,为这些流动人口提供居住之所。",城市观察,2017-12-20,期刊,F327,119-127,9
12,城市基层治理的社企融合策略研究,张冰,广东省社会科学院,城市治理;混合型社区;单位型社区;基层党建;,"社企混合型社区的存在,是中国城市基层社会从单位型向社区型转型过程中的普遍现象;两种治理体制的并存和冲突,是中国城市基层治理的一大特色,也是导致基层社会治理困境的主要根源。化解这一困境并推进城市基层社区的共建、共治和共享,关键在于从创新基层党建工作出发,促进社区与企业在社区管理服务上的内在联动,并通过机制创新、技术创新、组织创新、文化创新等举措,实现社企在社区治理上的全方位、深度化融合。",城市观察,2017-12-20,期刊,D630;F279.2;F299.2,128-137,10
13,健康城市的国际实践及发展趋势,武占云;单菁菁,中国社会科学院城市发展与环境研究所,健康城市;国际经验;发展趋势;启示借鉴;,"健康城市是当前世界各国应对城市化健康问题和追求可持续发展的重要途径。本文系统梳理健康城市的概念内涵及其演变发展,基于世界不同地区健康城市的典型案例,分析全球健康城市的建设特色和实践历程,并从发展理念、组织架构、参与主体和实施策略等方面对未来全球健康城市的发展进行趋势分析。最后,结合中国健康城市建设的实际,从统筹建设、规划设计和保障机制等方面提出推进""健康中国2030""战略的对策建议。",城市观察,2017-12-20,期刊,R197.1,138-148,11
14,粤港澳大湾区经济开放度研究——基于四大湾区比较分析,张昱;陈俊坤,广东外语外贸大学广东外语外贸大学广州国际商贸中心研究基地,粤港澳大湾区;湾区经济;开放度;,"粤港澳大湾区建设对于对外开放新格局下的中国对外开放战略调整具有重要意义。开放性是湾区经济的重要特征,本文构建了湾区经济开放度比较的基本体系,并据此对包括粤港澳湾区在内的四大湾区进行了比较研究。结论认为,粤港澳地区已经形成发展为世界顶级湾区的开放型经济雏形与良好的基础设施支撑,但仍然存在巨大的发展空间。粤港澳大湾区的开放发展应更加强调经济效率、开放均衡性、内部协调发展等问题。",城市观察,2017-12-20,期刊,F127,7-13+24,8
15,供给侧改革背景下的广东特色小镇:问题、思路与方向,潘道远,深圳大学文化产业研究院,供给侧改革;特色小镇;广东;政府功能;,"供给侧改革下的新型城镇化进程和新产业升级趋势是特色小镇建设的两个重要时代背景。特色小镇建设应避开依靠房地产、依靠大规模投资的误区,明确""特色""在于特定的空间和特定的文化、产业高度集聚以及新型的生活方式。广东在建设特色小镇过程中有三大传统优势:一是岭南文化独具特色,二是珠三角地区有良好的工业基础,三是有丰富的文化与科技融合发展经验。在后期建设过程中,应明确政府角色:以企业为构建核心,深化服务型政府改革;规划要重产业发展,更重舒适宜居;做文化的保护者和发掘者。",城市观察,2017-12-20,期刊,F299.27,75-82,8
16,粤港澳大湾区发展研究,申明浩,广东外语外贸大学粤港澳大湾区研究院,O,"<正>习近平总书记在十九大报告中提出:""要支持香港、澳门融入国家发展大局,以粤港澳大湾区建设、粤港澳合作、泛珠三角区域合作等为重点,全面推进内地同香港、澳门互利合作。""粤港澳大湾区作为落实粤港澳合作、推动合作机制创新以及实现协同发展的重要平台和载体,在推动粤港澳协同发展、构建对外开新格局、落实供给侧结构性改革以及打造经济增长新路径等方面所发挥的作用也越来越重要。",城市观察,2017-12-20,期刊,F127,5-6,2
17,粤港澳大湾区对外开放水平的测度与比较,杨永聪;申明浩,广东外语外贸大学粤港澳大湾区研究院,粤港澳大湾区;城市群;对外开放;因子分析;,"高度包容开放是世界一流湾区的共有特征,对外开放水平的高低直接关系到粤港澳大湾区能否实现跻身世界一流湾区行列的目标。本文基于贸易开放度、投资开放度等多个维度,应用主成分分析法对粤港澳大湾区在2010-2015年间的对外开放水平进行了测度,并且与京津冀城市群和长三角城市群进行了比较,结果发现:粤港澳大湾区的总体对外开放水平处于上升通道,而且显著高于京津冀城市群和长三角城市群;同时,粤港澳大湾区城市间的对外开放水平表现出了总体分化、局部趋同的特征。为此,可以通过充分发挥香港""超级联系人""功能、借助广东自贸区开展制度创新、""引进来""与""走出去""双向互动以及推动基础设施一体化建设等方式,进一步提升粤港澳大湾区对外开放水平,为粤港澳大湾区集聚和优化要素资源配置、激发经济增长新活力和新动力创造条件。",城市观察,2017-12-20,期刊,F127,14-24,11
18,广州图书馆夜景,全景,O,O,O,城市观察,2017-12-20,期刊,J42,166,1
19,我国城市新区产城融合状态、经验与路径选择,刘厚莲,中国人口与发展研究中心,产城融合;城市新区;发展路径;人口市民化;,"从产城融合的提出与内涵出发,依据产业与城镇化协调发展三种状态类型判断我国城市新区产城融合发展程度较低,表现为滞后城镇化特征。通过梳理和总结深圳坪山新区、上海青浦新城和四川天府新区三个新区促进产城融合的做法,研究认为我国城市新区产城融合发展要把握特色小镇建设机遇,以新区综合发展规划为基础;以促进人口市民化为核心促进生产空间和生活空间融合,提升人口在新区居留意愿和获得感;强化交通、基本公共服务配套建设,促使具有单一产业发展功能的园区转型为集现代高端产业、居住商业生活为一体的新城区,实现新区人口与产业、城镇化良性互动发展。",城市观察,2017-12-20,期刊,F299.2,93-101,9
20,优化产能空间布局疏解京津冀雾霾污染,李庆,中国社会科学院城市发展与环境研究所,产能;空间布局;京津冀;雾霾;,"雾霾污染关乎人民群众的身心健康,全面建成小康社会的伟大目标不能在满眼雾霾中实现。京津冀雾霾问题的症结在于三高产业(高能耗、高排放、高污染)在人口密集地区过度集中,产生的巨量排放在不利气象和地理条件下与城市交通、采暖、扬尘等排放因素叠加形成严重的雾霾污染,因此有必要结合国家区域发展战略,优化高耗能产业的空间布局,协调好产业与城市的空间关系,尤其要处理好高耗能产业与高密度城市群的空间布局关系,抓紧制定三高产业的空间布局规划,通过实施三高产业空间优化布局战略打破三高产业在人口稠密地区的过度集中,实现对京津冀地区雾霾污染的有效治理。",城市观察,2017-10-20,期刊,F127;X513,122-132,11
21,北京市城区公交停靠与道路通行状态的互动研究,宗刚;朱丽南;曾庆华,北京工业大学经济与管理学院,公交停靠站;城市公共交通;交通拥堵;,"在对公交停靠站点分类的基础上,通过对工作日平峰、高峰时段北京市典型道路通行状态和公交停靠站进行实地观测,利用调查统计数据考察公交停靠与道路通行状态的相互作用。为特大型城市公交停靠站设置模式、公交线路规划以及缓解城市交通拥堵提供新的思路和对策。结果表明,交叉口附近设置公交停靠站、公交排队至机动车道、站点占用机动车道以及连续多站点占用机动车道降低道路通行速度;道路拥堵越严重,公交进出站时间越长,且港湾式停靠站公交进出站时间普遍长于直线式停靠站。",城市观察,2017-10-20,期刊,U491,80-89,10
22,新型城镇化背景下地区性中心城市的功能作用及评价体系构建,张欣炜,上海市发展改革研究院,新型城镇化;地区中心城市;功能;指标体系;,"在新型城镇化发展的背景下,一方面要发挥中心城市的辐射带动作用,另一方面要严控特大城市的人口规模,因而拥有相当的人口规模、较强的经济基础和一定综合服务能力的地区性中心城市功能的发挥显得尤为重要。本文首先从中心城市的概念内涵入手,对其经济、社会功能作用进行了分析;在此基础上从经济社会基础、集聚能力和辐射能力三方面构建了评价地区性中心城市的三级指标体系和中心性指数,并提出了相关的城市发展建议。",城市观察,2017-10-20,期刊,TU984,19-29,11
24,《城市观察》杂志征稿启事,URBAN,《城市观察》,O,"<正>《城市观察》杂志自2009年创刊以来,坚持精品办刊方针,力求""聚集全球城市研究智慧资源,构建城市科学发展公共智库"",积极探索城市科学发展的规律和经验,以展现当今世界城市的最新理论和趋势,努力为各级城市决策者、管理者提供具有前瞻性和实用",INSIGHT;,城市观察,2017-10-20,+,2,1
25,广州制造2025思路与对策研究——基于“一带一路”产能合作的视角,韩永辉;李子文;韦东明,广东外语外贸大学广东国际战略研究院广东外语外贸大学粤商研究中心广东外语外贸大学商学院,广州制造;“一带一路”;产能合作;制造业升级;,"经济发展进入新常态后,广州制造业面临着新挑战和新机遇,亟须转变发展方式。本文详细分析广州制造业的发展现状,剖析目前存在的发展问题,结合""一带一路""战略,研判广州制造业与""一带一路""沿线国家的比较优势,探索对接""一带一路""产能合作的有效路径,通过产能合作破解广州制造业发展难题。最后,本文围绕战略规划、人才建设、创新驱动等方面提出保障""广州制造2025""实现的对策建议,促进广州制造业的转型升级,实现广州制造由大变强的战略目标,率先建成""中国制造2025""全国试点示范城市。",城市观察,2017-10-20,期刊,F427,41-57,17
26,巨变与定型:经济地理格局中的城市能级与层级态势研究,何雨,江苏省社会科学院区域现代化研究院,城市;能级与层级;定型化;态势;,"当前,中国城市经济地理格局正处于前所未有的巨变中。这种巨变体现在两个层面:一是城市的能级不断跃升,二是城市的层级基本定型。能级跃升与层级定型的矛盾,是当代中国城市经济地理格局中的客观现实。这意味着,对于雄心勃勃的强二线城市来说,能级继续跃升的空间依然很大,但想在层级上与一线城市比肩,几无可能。故,对强二线城市来说,更好的选择是尊重近40年改革开放所形成的城市层级秩序,把方向与精力放在提升城市能级上。",城市观察,2017-10-20,期刊,F299.2,73-79,7
27,社区共享经济促进社区融合的趋势及机制——以北京S社区共享生活为例,陈晶;何俊芳,国家卫生计生委流动人口服务中心中央民族大学民族学与社会学学院,共享经济;社区融合;,"通过北京S社区共享生活呈现互联网时代下社区共享经济兴起和发展的新趋势,尝试探讨社区共享经济促进社区融合的可能机制。研究发现,社区共享经济不仅酝酿着社区新业态、经济新模式以及社区经济发展的无限潜能,还深刻地影响着社会结构和社会关系;社区共享经济与社区融合在不同的层次上相互作用、互相促进,不仅是由于空间、资源、社群在社区内部的交叠、重组和变革,也是""利益驱动""和""关系驱动""并驾齐驱的社区价值观以及人际信任与市场信任互构共赢的社区信任结构升级的过程与结果。",城市观察,2017-10-20,期刊,F49,100-109,10
28,社会资本视角下社区社会组织培育模式探讨——以浙江省H市SC区XY街道为例,方亚琴,渤海大学,社区社会组织;社会资本;双向培育;,"以社区社会组织的培育模式为研究对象,从经验层面考察了社区社会组织在我国社区社会资本培育中的作用,发现我国的社区社会资本主要来源于非正式的邻里互动,社区社会组织在社区社会资本培育中尚未充分发挥作用,其根本原因在于社区社会组织较低的发展水平。由此采用社会资本的视角,以浙江省H市SC区XY街道社区社会组织培育的""三社""模式作为研究个案,考察双向培育模式的特征,对政府介入社区社会组织培育的合理性与合理化问题进行了讨论。",城市观察,2017-10-20,期刊,D632.9,110-121,12
29,国内外地下综合管廊法制建设的经验与借鉴,宁超乔;张家睿,广州市社会科学院城市管理研究所广东工业大学建筑与城市规划学院,地下综合管廊;法规体系;经验启示;,"近年来,随着我国城市建设热潮的开展和基础设施建设水平的提高,越来越多的大中城市开始着手进行地下综合管廊的建设。虽然我国地下综合管廊规划建设工作已受到了重视,但也存在一些问题。文章针对国内管廊法规体系建设当中存在问题进行了深入分析,并结合境外地区的相关经验借鉴,对我国地下管廊的法规制度建设提出了相关的建议,包括开展专项立法、完善中央到地方的各级法规体系建设以及鼓励多元主体在法律框架下参与到城市地下管廊的建设当中。",城市观察,2017-10-20,期刊,D912.1,133-142,10
30,推进“一带一路”建设下粤港澳文化交流与合作,余欣,广东省社会科学院国际经济研究所,粤港澳文化;一带一路;文化交流合作;,"粤港澳大湾区已被纳入国家""一带一路""愿景规划,作为极具经济活力的地域,文化交汇融合的步伐也越来越快。三地文化各有所长,且三地文化合作以优势互补、资源共享、平等协商、稳步推进为原则,在各方面取得良好进展,并可在""一带一路""建设中发挥重要作用。如何利用一带一路助推粤港澳文化融合发展,促进文化产业传播和发展,是值得当前探讨和研究的重要问题。",城市观察,2017-10-20,期刊,G127,143-152,10
31,“一带一路”背景下加速发展友好城市的意义和对策,徐留琴;杨晓燕,广东外语外贸大学商学院,“一带一路”;民心相通;友好城市;,"2015年国家发改委等发布的《推动共建丝绸之路经济带和21世纪海上丝绸之路的愿景与行动》提出鼓励沿线国家重要城市之间互结友好城市,并指出友城工作在""一带一路""中的重要作用。已缔结友好城市的交往成果表明,友城渠道是推动区域交流和中外合作的先导者和重要途径。本文分析中外友城交流经验,分析""一带一路""战略合作背景下,加速发展友好城市的重要性和挑战,提出民心相通、传统文化先行、发展地方特色项目等友好城市合作发展建议。",城市观察,2017-10-20,期刊,D827,153-164,12
32,欢迎订阅《城市观察》杂志,,O,O,"<正>聚集全球城市研究智慧资源构建城市科学发展公共智库《城市观察》杂志自2009年创刊以来,坚持精品办刊方针,力求""聚集全球城市研究智慧资源,构建城市科学发展公共智库"",积极探索城市科学发展的规律和经验,以展现当今世界城市的最新理论和趋势,努力为各级城市决策者、管理者提供具有前瞻性和实用性的学术参考资料。",城市观察,2017-10-20,期刊,+,165,1
33,长三角城市群人口空间分布的时空演变及影响因素研究,刘乃全;吴伟平;刘莎,上海财经大学城市与区域科学学院,长三角城市群;人口空间分布;时空演变;影响因素;,"从总体结构、偏移增长、圈层结构以及不均衡特征等四个层面剖析了长三角城市群人口分布的时空演变特征,从人口自然增长因素、经济环境因素、社会环境因素以及自然环境因素等四个方面探析人口空间格局演变的主要影响因素,并基于16个核心城市的面板数据实证检验了影响长三角城市群人口空间分布的关键因素。结果显示:(1)长三角城市群的性别比例较为均衡,老龄化程度较严重且城市群内部差异较大,学历结构要优于全国其他地区;(2)长三角城市群的人口偏移增长量呈现上升趋势,并逐步形成了以上海为中心、南京和杭州为副中心的人口空间圈层体系结构,但人口空间分布的不均衡指数总体上呈现上升趋势;(3)地区经济发展水平、产业结构、房价水平、环境质量和就业率是影响长三角人口空间分布的关键性变量。",城市观察,2017-10-20,期刊,C924.2;F299.27,5-18,14
34,内陆城市在“全球城市”新框架下的全球化路径思考——以成都为例,姚南,成都市规划设计研究院规划二所,全球城市;竞争力;内陆城市;成都;,"美国布鲁金斯学会对""全球城市""进行了重新界定,该研究将全球最大的123个都市经济区分为了全球巨头、亚洲锚点、新兴门户、中国工厂、知识资本、美国中量级和国际中量级七大类型,指出了每类全球城市的特征、问题及发展建议。本文在全面介绍该研究的基础上,以成都为例,进行了对标审视,并从中获取了对内陆城市全球化路径的启示。",城市观察,2017-10-20,期刊,F299.27,30-40,11
35,广州珠江两岸一瞥,全景,O,O,O,城市观察,2017-10-20,期刊,J42,166,1
36,生态修复中的社区多元主体参与共治模式研究——以广州“城中村”为例,黄安心,广州市广播电视大学管理学院,“城中村”;生态修复;多元参与;社区治理;体系构建;,"""城中村""生态环境恶化,不但降低了城市的生活品质,制约了城市化整体水平的提升,而且也影响到和谐社区建设的物质环境基础。在借鉴国内外生态修复与社区治理理论与实践成果的基础上,以广州""城中村""为例,探讨与社区生态修复相关的社区多元主体参与社区生态治理的主要问题,设计构建与生态修复相适应的社区治理体系,并提出相关对策措施,以唤醒社区参与生态建设意识,激发参与社区生态修复动力,培育社区生态修复理念、习惯与行为模式,推动可持续的生态修复行动,固化生态修复成果。",城市观察,2017-08-20,期刊,X171.4,94-108,15
37,基于公共物品理论的城市公共自行车可持续发展研究——以北京市为例,吴渭,北京城市学院,公共物品理论;城市公共自行车;共享单车;,"城市公共自行车是一项惠民工程,它具备了部分准公共物品的属性,即一定程度上的非排他性、一定程度上的非竞争性以及较强的正外部性,所以,市场对于城市公共自行车的有效供应会小于最优值,而且有可能出现""公地悲剧""的情况,因此,需要政府来直接提供或对提供城市公共自行车的私人部门进行补偿、激励。但随着社会经济的发展变化,在城市公共自行车的供给上政府和私人部门的边界发生了偏移,城市共享单车的出现和蓬勃发展是市场自然选择的结果。本文以公共物品理论为指导,结合北京市公共自行车发展的三个阶段,分析了城市公共自行车可持续发展中面临的主要困境,并对如何破局提出了思考。",城市观察,2017-08-20,期刊,U491.225,109-116,8
38,格拉斯哥市城市发展规划的编制过程及其启示,吕小康;黄奇晴,南开大学周恩来政府管理学院伦敦大学学院巴特莱特先进空间分析中心,格拉斯哥;地方发展规划;城市总体规划;规划编制;,"作为苏格兰第一大城市、英国第三大城市,格拉斯哥有着成熟完备的规划体系,于2017年正式出台了新一轮城市发展规划。其城市发展规则编制兼备规范性与灵活性,围绕议会确定的""促进可持续发展""的发展目标,衍生出高品质、健康、紧凑、可持续四个战略目标继而制定相关重点领域政策;坚持动态规划原则,包含监测、征询、编制、审查、采纳、实施、评估、更新等环节在内的动态历程;关注公共产品的规划,如交通体系、环境绿地、基础设施、住房建设等,其所关注经济发展的重点在于就业岗位的增长和不同产业间的此消彼长而不是关注GDP数据;以广泛的公众参与凝聚共识,其公众参与的途径多、范围广、涉及群体全面,其规划过程是一个不断进行规划教育、求得理性共识的过程。通过这种方式制定出的规划反映的不仅仅是政府的主观愿望,还有公众对城市未来的期待。这些对国内同类型城市发展规划的编制具有积极的借鉴意义。",城市观察,2017-08-20,期刊,TU984.5,80-93,14
39,上海打造卓越全球城市的路径分析——基于国际智慧城市经验的借鉴,王操;李农,上海社会科学院信息研究所,全球城市;智慧城市;智能城市;智能技术;,"智慧城市是城市信息化演进的新阶段和新形态,而城市本身的发展战略规划是智慧城市规划、建设和发展的依据。本文分析了智慧城市概念提出的时代背景与内涵特征,跟踪分析了智慧城市的建设与实践历程,通过对比分析纽约和伦敦两大顶级全球城市近年来的城市战略规划及其智慧城市建设情况,分析提取了相应的智慧城市建设经验,并结合上海的卓越全球城市战略规划和智慧城市建设现状,提出了上海卓越全球城市智慧化建设的设想。",城市观察,2017-08-20,期刊,F299.27;F49,5-23,19
40,城市更新过程中土地集约利用的经验与启示,宋榕潮,广东省土地调查规划院,城市更新;土地资源;集约利用;,"文章探讨城市更新与土地集约利用的关系,通过借鉴国内外城市在更新过程中土地集约利用的经验,提出了我国城市更新过程中土地集约利用的政策建议。",城市观察,2017-08-20,期刊,F301.2,71-79,9
41,城市社会的城市化——东北和广东省的经验,李通屏;魏下海;彭博,中国地质大学(武汉)经济管理学院华南师范大学经济管理学院,城市社会;动力机制;新型城镇化;实证研究;,"中国东北三省和广东省比全国早10~20年进入城市型社会。本文利用2000-2014年的面板数据,分析了东北地区和广东省进入城市社会以后城市化的动力问题。研究发现,在城市社会的初级阶段,城乡收入差距、人均收入、流动人口和城镇登记失业率对城市化仍发挥重要作用;城乡居民消费水平差距对城市化的作用不显著;工业化对城市化的动力作用已经释放完毕,甚至显示出负向变动关系;国有投资比重整体上未通过模型检验,但尚不能断言国有经济拖累城市化进程;对外贸易对城市化的影响不显著,而外商直接投资对城市化有挤出效应;固定资产投资、政府干预对城市化速度的推动作用不显著甚至为负。与进入城市社会之前相比,城市化的传统动能仍然较强,新型城镇化动能不足。",城市观察,2017-08-20,期刊,F299.27,24-38,15
42,城市群病:产生诱因与治理对策,王枫云;陈亚楠,广州大学公共管理学院,城市群;城市群病;产生原因;治理对策;,"""城市群""是我国近30年来新型工业化和新型城镇化发展到较高阶段的必然产物。城市群的发展不仅主导着中国新型城镇化的未来,而且还引领着国家经济社会发展的方向。人们在追求城市群快速发展的同时,也使得""城市群病""日益凸现。造成中国""城市群病""症结在于政府合作机制低效、城镇化率虚高、基础公共配套缺乏、边界环境污染等严重的共性问题。分析我国""城市群病""产生的原因,并从科学角度提出推进城市群健康发展的技术路径和科学方案具有重要的意义。",城市观察,2017-08-20,期刊,F299.2,39-49,11
43,深圳土地城市化进程及土地问题探析,谢涤湘;牛通,广东工业大学建筑与城市规划学院,土地城市化;改革创新;新二元格局;产权制度改革;,"改革开放以来,深圳通过一系列卓有成效的土地政策创新,开启了土地快速城市化之路,然而率先冲破僵硬体制的深圳也较早遇到了土地问题的羁绊。文章首先根据深圳不同时期土地政策的特点,将深圳土地城市化进程划分为四个阶段:初步探索阶段、逐步完善阶段、城市化加速阶段及城市发展瓶颈阶段。其次梳理了快速城市化带来的土地问题:建设用地资源紧张、历史遗留问题突出及违法建筑的困扰等。最后针对产生的土地问题,认为有效盘活历史用地及挖潜存量土地是深圳破除城市发展障碍的关键,并在明晰土地产权、优化土地格局及土地立体化探索等方面提出了相关建议。",城市观察,2017-08-20,期刊,F299.27,50-59,10
